id,summary
tifu-test-01545,"i was a lot of my house, got to get the first day."
tifu-test-01546,"tried to get a bathroom, got stuck up the toilet."
tifu-test-01547,"i was a big girl, got caught the wrong of my friend."
tifu-test-01548,i tried to get a lot of my car.
tifu-test-01549,"i was a big brother's house, and my dad didn't know it."
tifu-test-01550,i was a job of my boss.
tifu-test-01551,"i got a girl, i was married to get my girlfriend."
tifu-test-01552,i was going to get a few day.
tifu-test-01553,"i tried to be a new computer,"
tifu-test-01554,"i tried to get a new room, ended up the floor."
tifu-test-01555,i fucked up my girlfriend and she was a girl.
tifu-test-01556,"i tried to make my house,"
tifu-test-01557,"i tried to get a car, got drunk with my house."
tifu-test-01558,"i tried to get a girl, ended up my girlfriend and got caught the shower."
tifu-test-01559,"i tried to get a doctor, got my nose and ended up the hospital."
tifu-test-01560,"i tried to get a girl, got caught the school."
tifu-test-01561,"i tried to get a kid, got caught my head of the door."
tifu-test-01562,"i went to get a party of my friend's house, i was going out."
tifu-test-01563,i told my girlfriend's friend was a girl.
tifu-test-01564,"i tried to eat my nose, ended up the toilet."
tifu-test-01565,"i tried to get a girl, ended up my friend and got caught the first day."
tifu-test-01566,"i tried to get a fire, got fired up the house."
tifu-test-01567,"i tried to get a guy,"
tifu-test-01568,"i went to get a toilet, got my bathroom and ended up the room."
tifu-test-01569,"i tried to get a girl, ended up with my friend and got drunk."
tifu-test-01570,"tried to get a couple of my finger, got stuck up the hospital."
tifu-test-01571,"i tried to get a girl, i was going out of my friend."
tifu-test-01572,"i went to get a girl, got caught my friend and i was going out of the first time."
tifu-test-01573,"i tried to make my house, i was a few day."
tifu-test-01574,"i tried to get a few day, got stuck up my ass."
tifu-test-01575,"i tried to get a wrong of my foot,"
tifu-test-01576,i was a joke of my friend and i didn't know it.
tifu-test-01577,"i tried to get a shit, ended up my house."
tifu-test-01578,"tried to get a girl, she was going out of my car."
tifu-test-01579,"i tried to get a big job of my boss, got caught up the floor."
tifu-test-01580,"i tried to get a girl, ended up my face."
tifu-test-01581,i was a guy in the room and got to get my boss.
tifu-test-01582,"i tried to get a dog, ended up my car."
tifu-test-01583,"i went to get a girl, got drunk with my girlfriend and ended up the first day."
tifu-test-01584,"i was a wrong of my first day, i didn't know it."
tifu-test-01585,"i tried to get a shower, ended up my toilet and got caught the bathroom."
tifu-test-01586,"i tried to get a new post of my phone, i'm supposed it was going out."
tifu-test-01587,"i tried to get a new computer, ended up my laptop and now i didn't be the same time."
tifu-test-01588,"i tried to get a kid,"
tifu-test-01589,"tried to get a car, got stuck up with my dad's father."
tifu-test-01590,"i tried to get a kid, got stuck up the door."
tifu-test-01591,"i went to get a party, got caught out of the door."
tifu-test-01592,i didn't be a wrong of my room.
tifu-test-01593,"i tried to get a new job, ended up my head."
tifu-test-01594,i tried to get a new job and then now i didn't do be stuck it.
tifu-test-01595,"i tried to get a big job, got caught my car and ended up the door."
tifu-test-01596,"i tried to get a bar, got drunk and ended up my house."
tifu-test-01597,"i tried to get a new computer, got stuck up my phone."
tifu-test-01598,i tried to get a fire of my nose.
tifu-test-01599,"i tried to get a shit, got drunk and ended up my house."
tifu-test-01600,"i tried to get a new job, got caught my boss."
tifu-test-01601,"i tried to get a shower and got my bathroom, ended up the toilet."
tifu-test-01602,"i was a joke,"
tifu-test-01603,"i tried to get a girl, got drunk with my friend."
tifu-test-01604,"tried to get a girl, got caught up my friend."
tifu-test-01605,"i tried to get a new car, got stuck up for the wrong of my friend."
tifu-test-01606,"i tried to get a car, got caught my truck."
tifu-test-01607,"i tried to get a new car, got stuck up my house."
tifu-test-01608,"i was a new girl, she didn't get drunk."
tifu-test-01609,"i didn't read a wrong of my teacher, ended up to get an professor."
tifu-test-01610,"i tried to get a shower in my bathroom, ended up the floor."
tifu-test-01611,"i tried to get a girl, but i was stuck up my face."
tifu-test-01612,"i tried to get a girl, got my head and ended up with the doctor."
tifu-test-01613,"tried to get a road, got caught up my foot and ended out of the train."
tifu-test-01614,"tried to get a shower, ended up the bathroom."
tifu-test-01615,"i tried to get a bottle, got drunk and ended up my car."
tifu-test-01616,"i was a piss in the bathroom, got caught my toilet."
tifu-test-01617,tried to make my hair.
tifu-test-01618,"tried to get a shower, got my foot in the floor."
tifu-test-01619,"i was a job of my boss, and i didn't know it's work."
tifu-test-01620,"i went to get a girl, got stuck up my face."
tifu-test-01621,"i tried to eat my toilet, got a shower."
tifu-test-01622,"i tried to get a girl, ended up my house."
tifu-test-01623,"i tried to get a guy, ended up my head."
tifu-test-01624,"i tried to get a new computer, but i didn't be my phone."
tifu-test-01625,"i tried to buy a new store of the first time, and ended up it was going to get an few weeks."
tifu-test-01626,"i tried to get a doctor, ended up the hospital."
tifu-test-01627,"tried to get a girl, ended up my friend's house."
tifu-test-01628,"i tried to get a chicken of my nose, got stuck up it was going out."
tifu-test-01629,"i was a girl, i didn't get my girlfriend and she had to go out of the house."
tifu-test-01630,"tried to get a girl, got caught my house."
tifu-test-01631,"i went to get a party, got caught up with my house."
tifu-test-01632,"i tried to make my house, got a shower and ended up the bathroom."
tifu-test-01633,"tried to take a shower, got caught my nose."
tifu-test-01634,i got a new bag of the shop and ended up my house.
tifu-test-01635,"i tried to get a girl with my girlfriend, ended up out of the first time."
tifu-test-01636,i tried to get a pizza and got my boss.
tifu-test-01637,i was a lot of my friend and got to get the school.
tifu-test-01638,"i tried to get a girl, got caught out of my friend."
tifu-test-01639,"i tried to play my computer, got a new laptop and ended up the school."
tifu-test-01640,"i tried to get a shower, ended up my bathroom."
tifu-test-01641,"i tried to get a truck, got stuck up my car."
tifu-test-01642,"i went to get a room, ended up my house and got caught the night."
tifu-test-01643,"i was a lot of the water, got caught my house."
tifu-test-01644,"tried to make a fridge, ended up my house."
tifu-test-01645,"i tried to get a car, got stuck out of my garage and i'm not go back."
tifu-test-01646,"i tried to get a pizza and got my nose, ended up the fire."
tifu-test-01647,"i tried to get a girl, ended up with my friend."
tifu-test-01648,"tried to clean my toilet,"
tifu-test-01649,"i tried to get a wrong of the door,"
tifu-test-01650,"i tried to eat my house, got a shower and ended up the fridge."
tifu-test-01651,"i went to get a shower, ended up the bathroom."
tifu-test-01652,"i tried to get a guy, got stuck up my head."
tifu-test-01653,"i tried to get a school, got caught my friend and now i was stuck up the computer."
tifu-test-01654,i tried to play a new computer of my laptop.
tifu-test-01655,"i tried to get a shower, got my mom's house."
tifu-test-01656,i didn't know i'm a job.
tifu-test-01657,"i tried to get a guy, got caught my friend was drunk."
tifu-test-01658,"tried to get a road, got caught up my car."
tifu-test-01659,i tried to be a wrong of my friend.
tifu-test-01660,"tried to take a shower, ended up my bathroom."
tifu-test-01661,"i tried to get a shit, ended up my head of the hospital."
tifu-test-01662,"i tried to get a kid, got drunk with my mom's house."
tifu-test-01663,i tried to get a girl with my girlfriend.
tifu-test-01664,"i tried to make my house, got a new mom's room and i was stuck up it."
tifu-test-01665,i tried to send my phone and i was a new computer of the internet.
tifu-test-01666,"tried to get a girl, ended up with my girlfriend."
tifu-test-01667,"i tried to get a new apartment, got caught my house."
tifu-test-01668,i tried to fix a new computer and got stuck up my phone.
tifu-test-01669,i tried to buy a guy for my phone.
tifu-test-01670,"i got a job of my boss, i was supposed to get the first time."
tifu-test-01671,"i tried to get a girl, ended up my car."
tifu-test-01672,"i tried to get a cat, but i was stuck up my face."
tifu-test-01673,"i went to get a doctor, got sick and ended up the hospital."
tifu-test-01674,"i tried to get a bus, got caught up my head of the road."
tifu-test-01675,"i thought i was going to get a school, ended up my teacher."
tifu-test-01676,"i went to get a girl, got caught my friend's house."
tifu-test-01677,i tried to get a new job of my boss.
tifu-test-01678,i tried to get a girl with my girlfriend.
tifu-test-01679,"i tried to get a new car, got stuck up my garage."
tifu-test-01680,"i tried to get a shit, ended up my bathroom and got drunk."
tifu-test-01681,"i tried to get a party and got drunk, ended up my house."
tifu-test-01682,"i tried to get a car, got drunk and ended up my house."
tifu-test-01683,"tried to get a girl, ended up my girlfriend's house."
tifu-test-01684,i tried to get a girl and got my friend.
tifu-test-01685,"i tried to get a girl, got caught the school and ended up my friend was not have be an teacher."
tifu-test-01686,"i tried to get a guy, got drunk in the police."
tifu-test-01687,i tried to get a new first day.
tifu-test-01688,"i was a joke of my friend's dad, i'm not have be the school."
tifu-test-01689,"i was going to get a car, ended up my house."
tifu-test-01690,"i was a lot of my nose, i didn't get the hospital."
tifu-test-01691,i was a guy for my friend and i didn't get pay it.
tifu-test-01692,"i tried to get a pizza, but i got my mom's house."
tifu-test-01693,"i tried to make a fire,"
tifu-test-01694,"i tried to make a new computer, got stuck up my phone and ended out of the floor."
tifu-test-01695,"tried to get a shower, ended up my bathroom and got caught the toilet."
tifu-test-01696,"i went to get a little friend, got caught up the first day."
tifu-test-01697,"i tried to get a girl, got stuck up my eye."
tifu-test-01698,"i tried to get a game, got stuck up my boss."
tifu-test-01699,"i tried to get a pizza, got my car and i didn't pay the same time."
tifu-test-01700,"i tried to fix my house, ended up the floor and got a lot."
tifu-test-01701,"i was a bar of my boss, got drunk in the party."
tifu-test-01702,"i tried to get a girl, got my girlfriend and she was the first friend."
tifu-test-01703,"i went to get a toilet, ended up my car in the bathroom."
tifu-test-01704,"i got a guy in the fire of my boss,"
tifu-test-01705,"tried to get a girl, got caught my friend's house."
tifu-test-01706,"i tried to get a dog, got my house in the door."
tifu-test-01707,"i tried to get a kid and got caught the dog, i was going out of my car."
tifu-test-01708,i was a lot of my friend and i tried to make the first time.
tifu-test-01709,"tried to get a girl, ended up out of the door."
tifu-test-01710,"tried to get a girl, got stuck up with my car."
tifu-test-01711,"tried to get a girl, got caught up with my girlfriend."
tifu-test-01712,"i tried to make my house, got a fire and ended up the floor."
tifu-test-01713,"i was a guy in the door, got caught my car."
tifu-test-01714,"i tried to get a girl, got caught my face of the school."
tifu-test-01715,"i tried to get a new job, but i didn't know it was going out of the same day."
tifu-test-01716,"i tried to get a girl, i was stuck up out of my friend."
tifu-test-01717,"i tried to get a big friend, ended up out of the party."
tifu-test-01718,"i went to get a girl, got caught out of the road and ended up with my friend."
tifu-test-01719,"went to get a girl, got caught my car and ended up out of the door."
tifu-test-01720,"i tried to get a girl, got caught my friend in the school."
tifu-test-01721,"i was going to get a wedding, i didn't know it's family."
tifu-test-01722,i was a big job of my boss and i'm stuck up the door.
tifu-test-01723,"i was going to get a big job, ended up my boss."
tifu-test-01724,tried to make a picture of my hair.
tifu-test-01725,"i tried to get a doctor, ended up the hospital."
tifu-test-01726,"tried to make a shower, ended up the bathroom."
tifu-test-01727,"i tried to make my house, got a shower and i was stuck up it."
tifu-test-01728,"i tried to play a band of the game, ended up my head."
tifu-test-01729,"tried to get a shower, got stuck up my foot."
tifu-test-01730,"tried to get a door, got stuck up the bathroom."
tifu-test-01731,i tried to get a girl with my friend.
tifu-test-01732,"went to get a girl, got drunk in the road and ended up my car."
tifu-test-01733,"i drank up my toilet, got a bottle of the bathroom."
tifu-test-01734,"i tried to get a girl, got caught my friend and ended up the first day."
tifu-test-01735,"i tried to get a dog, got my cat in the car."
tifu-test-01736,"i tried to get a girl, got caught my mom's dad."
tifu-test-01737,"i tried to get a girl, got my nose and ended up the bathroom."
tifu-test-01738,"i tried to get a guy, got caught out of my friend."
tifu-test-01739,"tried to get a girl, ended up my mother's house."
tifu-test-01740,"i was a girl, i didn't know my girlfriend."
tifu-test-01741,"tried to play a game, got stuck up my foot."
tifu-test-01742,"i tried to get a girl, got caught my girlfriend and ended up with the first day."
tifu-test-01743,"i went to get a girl, got caught up with my girlfriend."
tifu-test-01744,"went to get a party, got drunk with my friend's house."
tifu-test-01745,"i tried to get a picture of my friend's family, i'm going out."
tifu-test-01746,"i tried to get a car, got stuck up my phone."
tifu-test-01747,"tried to eat my bathroom, got a shower and had the toilet."
tifu-test-01748,"tried to get a guy, got caught my car."
tifu-test-01749,"i got a job of my boss, but i didn't have be work."
tifu-test-01750,"i went to get a bathroom, got caught my house and ended up the room."
tifu-test-01751,"i tried to get a girl, got drunk with my friend."
tifu-test-01752,"i was a lot of my head, got stuck up in the hospital."
tifu-test-01753,"i was going to get a girl, but i didn't go out of the first day."
tifu-test-01754,"i tried to get a little friend, ended up my mom's family and now i didn't tell me."
tifu-test-01755,"i tried to get a girl, i was going out of my friend."
tifu-test-01756,"tried to get a girl, got drunk with my car."
tifu-test-01757,"i tried to get a girl, i was been drunk with my friend."
tifu-test-01758,"i tried to get a chicken of my house, ended up the floor."
tifu-test-01759,"tried to make a cake,"
tifu-test-01760,"i tried to get a car, got stuck up my head."
tifu-test-01761,"i tried to get a car, got caught up my house."
tifu-test-01762,"i tried to get a girl, ended up my bathroom."
tifu-test-01763,"i tried to get a girl, got caught my car."
tifu-test-01764,"tried to get a girl, got caught out of my car."
tifu-test-01765,"i tried to get a girl with my girlfriend, ended up the first day."
tifu-test-01766,"i tried to get a girl, ended up out of my friend and now i was going to see her sister."
tifu-test-01767,"i tried to get a kid, got caught my dad's house."
tifu-test-01768,i tried to get a fire and got caught my house.
tifu-test-01769,"i went to get a beach, got stuck up in the park."
tifu-test-01770,"i tried to get a girl, ended up my mom's house."
tifu-test-01771,"i tried to get a girl,"
tifu-test-01772,i was going to get a party and ended up the new day.
tifu-test-01773,"i tried to get a little kid, got drunk my mom's house."
tifu-test-01774,"i was a lot of my house, i tried to make the water."
tifu-test-01775,i tried to eat a chicken of the fire.
tifu-test-01776,"i tried to make my house, got a shower and ended up the bathroom."
tifu-test-01777,"i tried to get a new phone, got stuck up my laptop."
tifu-test-01778,"tried to get a shower, got stuck up my head."
tifu-test-01779,"i tried to get a guy in the car, ended up my friend was an plane."
tifu-test-01780,"i tried to get a car, got caught out of my house."
tifu-test-01781,i told my girlfriend and i was a girl.
tifu-test-01782,"i tried to get a girl, got caught my girlfriend and ended up with the first day."
tifu-test-01783,"i tried to get a few day, got caught up my school."
tifu-test-01784,"i tried to get a girl, she was going out of my friend."
tifu-test-01785,"i didn't go to get my mom's school, i'm a wrong of the first day."
tifu-test-01786,"i tried to get a car, got caught my house and ended up the door."
tifu-test-01787,"tried to get a knife, got my finger of the hand."
tifu-test-01788,"tried to get a car, got caught the road."
tifu-test-01789,"tried to get a girl, ended up my car."
tifu-test-01790,"i tried to get a girl, i was my friend and now he didn't know it."
tifu-test-01791,"i tried to get a shower, got my nose and ended up the bathroom."
tifu-test-01792,"i was a girl, got my friend's girlfriend."
tifu-test-01793,"i was a lot of my house, and i didn't be the bathroom."
tifu-test-01794,"i tried to get a road of my friend, got stuck up the train."
tifu-test-01795,"tried to get a car, got stuck up in the road."
tifu-test-01796,"i tried to get a new job, got stuck up my boss."
tifu-test-01797,"i tried to get a girl, ended up my house."
tifu-test-01798,"i tried to get a dog, got caught my cat and i was stuck up the police."
tifu-test-01799,"i tried to play my phone, i was a new computer of the internet."
tifu-test-01800,"i tried to get a train, got caught the school and ended up my bus."
tifu-test-01801,"i was a girl, i didn't know it to get my friend."
tifu-test-01802,"i tried to get a school, i didn't know it."
tifu-test-01803,"i tried to get a new laptop, but i'm stuck up my phone."
tifu-test-01804,"i tried to get my car, got a guy and i'm stuck up the road."
tifu-test-01805,"i tried to make a shower,"
tifu-test-01806,i tried to get a girl with my girlfriend.
tifu-test-01807,"i tried to make my hair,"
tifu-test-01808,"i was a guy in my car, ended up out of the bathroom."
tifu-test-01809,i was a guy of my boss.
tifu-test-01810,"i tried to get a party, ended up my phone."
tifu-test-01811,"i tried to get a girl, got stuck up my car."
tifu-test-01812,"i tried to get a party, got stuck up my arm of the first time."
tifu-test-01813,"i was a guy in my dad's house,"
tifu-test-01814,"i tried to make a pizza,"
tifu-test-01815,"i tried to get a new car, got stuck up my phone."
tifu-test-01816,"i tried to get a new house, got stuck up my room and ended out of the door."
tifu-test-01817,i tried to get a job of my boss.
tifu-test-01818,tried to eat my hand.
tifu-test-01819,"i tried to be a girl, ended up my boss and i was going out of the wrong."
tifu-test-01820,i tried to get a store of my house.
tifu-test-01821,"i tried to get a girl with my girlfriend, got caught out of the first day."
tifu-test-01822,"i tried to get a new car,      "
tifu-test-01823,"tried to make a shower, ended up my house."
tifu-test-01824,"i tried to get a school, got caught my friend and ended up the class."
tifu-test-01825,"i tried to get a kid, got caught my mom's house."
tifu-test-01826,"i tried to get a girl with my girlfriend, she was going out."
tifu-test-01827,"i was a job of my boss, got fired up to work."
tifu-test-01828,"tried to get a dog, got caught up the cat."
tifu-test-01829,"i tried to get a kid, ended up my nose and got stuck out of the first day."
tifu-test-01830,"i tried to get a girl, got drunk with my friend and ended up out of the party."
tifu-test-01831,i was going to get a few minutes.
tifu-test-01832,i tried to send a picture of my friend's family.
tifu-test-01833,i tried to get a big eye and ended up my face of the first day.
tifu-test-01834,i was a guy for my friend i didn't know it.
tifu-test-01835,"i tried to get a cat dog, ended up it was stuck out."
tifu-test-01836,"i tried to get a girl, ended up my girlfriend and i was going out of the first time."
tifu-test-01837,"i tried to get a car, got caught out of my friend and i was stuck up the police."
tifu-test-01838,"tried to get a girl, got caught my mom's house."
tifu-test-01839,"tried to get a girl, got caught up with my house."
tifu-test-01840,"i was going to make my house and got a party, ended up out of the floor."
tifu-test-01841,"tried to get a trick of my foot, ended up the hospital."
tifu-test-01842,"i tried to get a fire, got my ass of the first day."
tifu-test-01843,"i tried to get a game of my friend, i was supposed it's school."
tifu-test-01844,"i tried to get a test, but i didn't be the first time of my teacher."
tifu-test-01845,"i was a lot of my house, ended up in the door."
tifu-test-01846,"i tried to get a girl, ended up my dick and got stuck out of the first day."
tifu-test-01847,"i was going to get a job, but i didn't know it."
tifu-test-01848,"i tried to get a girl,"
tifu-test-01849,"tried to get a bottle, got stuck up my nose."
tifu-test-01850,"i went to get a girl, got caught my car and ended up the first day."
tifu-test-01851,i got a game of my friend and i was going to get the team.
tifu-test-01852,"i tried to make a microwave, i was burnt up my house."
tifu-test-01853,"i was a wrong of my friend, got stuck to get the new game."
tifu-test-01854,"i tried to get a car, got stuck up my bike."
tifu-test-01855,"i tried to get a girl, ended up my girlfriend and got caught out of the first day."
tifu-test-01856,"i tried to get my house, got a door and ended up the floor."
tifu-test-01857,"i tried to get a shower, got my nose and ended up the bathroom."
tifu-test-01858,"i was a job of my boss, i didn't be the doctor."
tifu-test-01859,i tried to get a guy with my friend.
tifu-test-01860,"i tried to get a school, got caught my teacher was an professor."
tifu-test-01861,"i tried to fix a new computer, and got stuck up my phone."
tifu-test-01862,"i tried to get a girl, ended up my friend and got caught out of the first time."
tifu-test-01863,"i went to get a little kid, got caught up my car."
tifu-test-01864,"i tried to get a guy, got caught my boss."
tifu-test-01865,"i tried to get a new car, but i was stuck up my wallet."
tifu-test-01866,"i was a cat of my dog and i had to get the bathroom,"
tifu-test-01867,i tried to get a lot of the hospital.
tifu-test-01868,"i tried to get a job, ended up my boss."
tifu-test-01869,"i tried to get a dog, i was killed it's cat."
tifu-test-01870,"i tried to get a new girl, i didn't know it was going out."
tifu-test-01871,"tried to get a bathroom, got caught my house."
tifu-test-01872,"i got drunk with my friend, ended up a party of the house."
tifu-test-01873,"i tried to get a shower and got my toilet, ended"
tifu-test-01874,"i tried to get a picture of my dad's family, i was seen it."
tifu-test-01875,i was a cat in the dog and got caught my house.
tifu-test-01876,"i tried to get a car, got stuck up my house."
tifu-test-01877,"i tried to get a car, got my house and ended up the door."
tifu-test-01878,"i was a guy of my friend, i got caught to get the first day."
tifu-test-01879,"tried to get a shower, ended up my penis."
tifu-test-01880,"tried to get a girl, got caught up the bathroom."
tifu-test-01881,"i was a new job of my boss, i didn't be the wrong."
tifu-test-01882,"i tried to get a dog of my house, ended up the bathroom."
tifu-test-01883,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-01884,"i tried to get a girl, got caught my girlfriend and ended up out of her friend."
tifu-test-01885,"tried to get a dog, got caught up with my house."
tifu-test-01886,"i tried to get a guy, got stuck up the game of my dad."
tifu-test-01887,"i tried to get a bathroom, ended up my room."
tifu-test-01888,"i tried to get a girl, got caught my friend's house."
tifu-test-01889,"tried to get a big friend, got stuck up my foot."
tifu-test-01890,"i got a job of my boss, i was going to get the first time."
tifu-test-01891,"i tried to clean a water, got my house."
tifu-test-01892,i tried to be a few weeks of my hand.
tifu-test-01893,"i tried to get a girl with my girlfriend, got caught up her friend."
tifu-test-01894,"i tried to get a girl, ended up the wrong of my friend."
tifu-test-01895,i tried to get a lot of the first day.
tifu-test-01896,"i was a little girl,"
tifu-test-01897,"i tried to get a picture of my friend, i'm married up out."
tifu-test-01898,"i tried to get a girl, ended up with my girlfriend."
tifu-test-01899,"i tried to get a car, ended up my house."
tifu-test-01900,"i tried to get a glass, got stuck up the fire."
tifu-test-01901,"i was a guy in the door, ended up my house."
tifu-test-01902,"i tried to get a new job, but i was stuck up the first day."
tifu-test-01903,"i tried to get a picture of my friend,"
tifu-test-01904,"i went to get a school, ended up my head and got stuck in the first day."
tifu-test-01905,"went to get a girl, got caught out of the door and ended up my girlfriend."
tifu-test-01906,"i tried to get a car, got caught the police."
tifu-test-01907,"i tried to get a few weeks of the doctor, got caught up out."
tifu-test-01908,"i tried to get a girl, ended up my girlfriend."
tifu-test-01909,i tried to get a test of my friend.
tifu-test-01910,"i tried to get a girl, got drunk with my house."
tifu-test-01911,"i thought i was a joke,"
tifu-test-01912,"i tried to get a shower, got stuck up my head."
tifu-test-01913,"i tried to get a car and got my garage,"
tifu-test-01914,"i tried to get a shower, got caught my house."
tifu-test-01915,"i tried to get a game of my friend, i didn't be play it."
tifu-test-01916,"i tried to get a truck, got stuck up the car and ended out of my head."
tifu-test-01917,"i tried to eat my house, got a few day."
tifu-test-01918,"i tried to get a bar of my house, ended up the first day."
tifu-test-01919,"i tried to get a new car, got stuck up the road."
tifu-test-01920,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-01921,"i tried to get a shower, ended up my nose."
tifu-test-01922,"i was a girl, got caught out of my girlfriend and i'm going to get her friend."
tifu-test-01923,"i tried to get a dog cat, ended up it was the pet."
tifu-test-01924,"i tried to get a fire, got burnt up my house."
tifu-test-01925,"i tried to make a fire,"
tifu-test-01926,"i tried to get a girl, got caught up with my friend and ended out of the hospital."
tifu-test-01927,tried to be a wrong of my dad's family.
tifu-test-01928,"i tried to get a picture of my friend,"
tifu-test-01929,"tried to get a girl, got caught out of the door."
tifu-test-01930,"i tried to get a shit, ended up my house."
tifu-test-01931,"i tried to get a shower, ended up the bathroom and got stuck my house."
tifu-test-01932,"i was a girl, i didn't know it's mom."
tifu-test-01933,"i was a joke,"
tifu-test-01934,i tried to play a game of my friend.
tifu-test-01935,"tried to get a girl, got my face of her hair."
tifu-test-01936,"i tried to get a dog and got my foot, i was stuck up the first day."
tifu-test-01937,"tried to get a girl, ended up the bathroom."
tifu-test-01938,"i tried to get a dog, but i didn't know it was killed my house."
tifu-test-01939,"tried to get a party, got stuck up with the same day."
tifu-test-01940,"i tried to get a bottle, got stuck up my finger and ended out of the glass."
tifu-test-01941,"tried to get a girl, got married with my girlfriend and ended up."
tifu-test-01942,"tried to get a girl, got drunk with my girlfriend."
tifu-test-01943,i tried to get a shower and got the floor.
tifu-test-01944,"i tried to get a new bag of my backpack, but i didn't take the bathroom."
tifu-test-01945,"i tried to get a big dog, got caught my foot and then i am going out of the train."
tifu-test-01946,i was a wrong of my friend and got an school.
tifu-test-01947,"i tried to get a toilet, ended up my bathroom."
tifu-test-01948,"tried to get a girl, ended up out of my mom's family."
tifu-test-01949,"i tried to clean my bathroom, got a shower and ended up the toilet."
tifu-test-01950,"i tried to get a picture of my friend, got caught it was the first time."
tifu-test-01951,"i was a lot of my house, and got stuck up the floor."
tifu-test-01952,"i tried to get a chicken of my dog, but i got caught it was stuck up."
tifu-test-01953,"i went to get a toilet, got stuck up the bathroom and ended out of my foot."
tifu-test-01954,"i tried to get a new car, got stuck up my house."
tifu-test-01955,i tried to get a new hair and got my penis.
tifu-test-01956,"i tried to make a girl, i was my friend's mom."
tifu-test-01957,"tried to get a shower, got my bathroom and ended up the toilet."
tifu-test-01958,"i tried to get a picture of my computer, ended up the school."
tifu-test-01959,"i tried to get a girl and got my girlfriend,"
tifu-test-01960,"i went to get a girl, got drunk with my girlfriend and i was going to go out of the first time."
tifu-test-01961,"tried to get a shower, got caught up with my house."
tifu-test-01962,i was a ride to get the bus.
tifu-test-01963,"i got a job of my boss, and i didn't get an new job."
tifu-test-01964,"i tried to get a new car, got stuck up the road."
tifu-test-01965,i tried to get a girl with my friend.
tifu-test-01966,"i tried to get a kid, got caught my friend and i was killed him."
tifu-test-01967,"i tried to get a new phone, got stuck up my car."
tifu-test-01968,"i tried to get a girl, got caught my friend and ended up the first day."
tifu-test-01969,"i tried to get a girl, got caught up with my girlfriend and ended out of the new friend."
tifu-test-01970,"i tried to get a car, got stuck up my truck."
tifu-test-01971,"i tried to get a kid, got caught my dad's mom."
tifu-test-01972,i was a lot of my nose and i didn't get the doctor.
tifu-test-01973,"i tried to get a bike, got stuck up my head of the road."
tifu-test-01974,i was a wrong of my nose and i didn't get the doctor.
tifu-test-01975,i was a girl in my girlfriend and she had to get the door.
tifu-test-01976,"tried to get a girl, ended up my face of the door."
tifu-test-01977,"i tried to get a girl, got caught my girlfriend."
tifu-test-01978,"i tried to get a girl, ended up my friend and got caught out of the first time."
tifu-test-01979,"tried to get a girl, got caught up with my girlfriend."
tifu-test-01980,"i tried to get a new job, got caught my finger of the first time."
tifu-test-01981,"tried to take a toilet, ended up the bathroom."
tifu-test-01982,"tried to get a girl, ended up with my girlfriend."
tifu-test-01983,"i tried to get a new car, got stuck up the road."
tifu-test-01984,"i tried to get a new phone, i was stuck up my boss."
tifu-test-01985,"i tried to get a girl, ended up my dad's house."
tifu-test-01986,"i tried to get a girl and got caught my friend,"
tifu-test-01987,"i tried to get a girl, got caught my car."
tifu-test-01988,"i tried to get a girl, i was going out of my friend."
tifu-test-01989,"i tried to make a girl, got my mom's house."
tifu-test-01990,"i tried to get a girl, got my friend and i was fucked up out of the first time."
tifu-test-01991,"i tried to get a car, got my house."
tifu-test-01992,"i tried to get a cat dog, ended up my house."
tifu-test-01993,"i tried to get a girl, got an car in the road."
tifu-test-01994,"i tried to make a glass, got stuck up my house."
tifu-test-01995,"i tried to eat my nose, got a lot of the stomach."
tifu-test-01996,"i tried to get a new job, but i didn't pay my own money."
tifu-test-01997,"went to get a girl, got drunk with the party of my friend and ended up out."
tifu-test-01998,i was a new job of my girlfriend and i had been to get the doctor.
tifu-test-01999,"tried to get a girl, got caught up the school."
tifu-test-02000,"i tried to get a girl, got my boss and i didn't know it was going to make me."
tifu-test-02001,"i went to get a party and got caught my family, ended up the hospital."
tifu-test-02002,"i went to get a party with my house, ended up out of the night."
tifu-test-02003,"i tried to get a girl, got drunk and ended up my head."
tifu-test-02004,"i tried to get a girl, got drunk with my friend and ended up out of the party."
tifu-test-02005,"i tried to get a car, ended up the road with my friend and got caught out of front."
tifu-test-02006,"i tried to get a girl, ended up with my girlfriend and got married."
tifu-test-02007,i was a guy in the wrong of my friend.
tifu-test-02008,"i tried to play a movie of my phone,"
tifu-test-02009,"i tried to get a road, got caught my car and ended up the train."
tifu-test-02010,"i told a girl, i'm my boss's job."
tifu-test-02011,"tried to get a big friend, got caught my face of the first day."
tifu-test-02012,i tried to get a girl with my girlfriend.
tifu-test-02013,i was going to get a few day and got my car.
tifu-test-02014,"tried to get a big dad's house, got stuck up my mom."
tifu-test-02015,"i tried to get a girl, ended up my friend and got drunk with the party."
tifu-test-02016,"went to get a train, got caught up the bus."
tifu-test-02017,"i tried to get a kid, got caught my brother's house."
tifu-test-02018,"i tried to get a new job, but i didn't go out of my life."
tifu-test-02019,i tried to get a fire and got burnt my house.
tifu-test-02020,"i got a job of my boss, but i'm going to get work."
tifu-test-02021,"i was going to get a girl, ended up with my friend."
